student_id,听课质量评级,是否隐性逃课
pjxyqwbj895,游离,是
pjwtqxbj939,游离,否
pjxuqwbj870,游离,否
pjxyqxbj846,游离,否
pjwtqxbj972,游离,是
pjxyqxbk836,一般,否
pjxyqxbj578,一般,否
pjxyqxbj319,游离,是
pjxyqxbk751,一般,否
pjxyqxbk388,游离,否
pjxwzxfj991,一般,否
pjxyqwbj339,一般,否
pjxyqxbj985,游离,否
pjxyqxbl779,游离,是
pjxuqwbj933,游离,否
pjxyqxbj743,一般,否
pjxyqxbj968,一般,否
pjxyqxbj293,游离,是
pjxyqwbj385,一般,否
pjxyqxbk158,一般,否
pjxyqxbj929,游离,是
pjxyqxbj474,一般,否
pjxsqxbj824,游离,否
pjxyqxbk822,一般,否
pjxyqxbj460,游离,否
pjxyqwbj403,一般,否
pjxyqxbj569,一般,否
pjxwzxkj991,一般,否
pjxyqxbj728,一般,否
pjxyqxbj068,游离,是
pjxyqwbk964,游离,否
pjxyqwbj850,一般,否
pjxyqwbj454,游离,是
pjxyqxbj889,一般,否
pjxsqxbj849,游离,是
pjxuqwbj800,游离,是
pjwrqxbj956,游离,是
pjxyqwbj087,游离,是
pjxyqwbk577,一般,否
pjxuqwbj610,游离,否
pjxqqxbj949,沉浸,否
pjwtqxbj935,游离,否
pjxrqxbj909,游离,是
pjxwzxbj990,一般,否
pjxyqxbk980,一般,否
pjxyqxbl703,一般,否
pjxrqxbj943,沉浸,否
pjxwxxbj916,游离,否
pjxyqxbj089,游离,否
pjxxztbj994,一般,否
pjxyqwbj078,游离,是
pjxyqwbk796,游离,是
pjxyqxbj361,一般,否
pjxyqxbl878,游离,是
pjwrqxbj913,游离,否
pjxyqxbk297,游离,是
pjxsqxbj807,游离,是
pjxyqxbk151,一般,否
pjxyqxbk797,游离,否
pjxyqxbj589,一般,否
pjxyqxbk426,一般,否
pjxyqxbj571,一般,否
pjxyqxbk090,一般,否
pjxyqxbk319,游离,否
pjxyqxbk036,游离,否
pjxyqxbk681,一般,否
pjxyqxbj528,一般,否
pjxyqwbj191,游离,是
pjxyqwbk745,游离,否
pjxyqxbk539,一般,否
pjxyqwbk608,一般,否
pjxyqxbl673,一般,否
pjxyqxbj113,一般,否
pjxsqxbj912,游离,是
pjxqqxbj982,沉浸,否
pjxyqxbj255,一般,否
pjxyqxbj830,游离,否
pjxyqxbk974,一般,否
pjxyqxbj669,一般,否
pjxyqxbk572,游离,否
pjxuzsfj984,一般,否
pjxwxxbj946,游离,否
pjxyqwbj395,一般,否
pjxyqwbj935,一般,否
pjxyqxbk253,游离,是
pjxyqwbj998,一般,否
pjxyqwbj522,游离,是
pjxyqwbj739,一般,否
pjxyqxbk565,一般,否
pjxyqxbk801,一般,否
pjxyqxbl866,一般,否
pjxsqxbj942,游离,否
pjxuqwbj958,游离,否
pjxyqxbj188,一般,否
pjxyqxbl886,一般,否
pjxyqxbl826,游离,否
pjxyqxbj736,一般,否
pjxyqwbk675,游离,否
pjxyqwbk734,一般,否
pjxyqwbj192,一般,否
pjxyqwbj808,一般,否
pjxyqwbj133,一般,否
pjxyqwbk541,游离,是
pjxyqwbj631,一般,否
pjxyqxbk470,一般,否
pjxyqwbj249,游离,是
pjxyqxbk281,一般,否
pjxyqwbj695,游离,否
pjxyqwbj868,一般,否
pjxyqxbj800,一般,否
pjxyqxbk683,一般,否
pjxyqxbj581,一般,否
pjwtqxbj993,游离,否
pjxrqxbj972,游离,否
pjwtqxbj954,游离,否
pjxyqwbj523,游离,否
pjxyqwbj125,一般,否
pjxyqxbj353,一般,否
pjxyqxbj557,游离,是
pjxyqwbj718,游离,否
pjxuqwbj583,沉浸,否
pjxyqwbk632,一般,否
pjxuqwbj694,游离,是
pjxyqxbj574,一般,否
pjxyqxbl982,游离,否
pjxyqxbj872,游离,否
pjxvztfj977,一般,否
pjwtqxbj988,游离,否
pjxyqwbj155,游离,是
pjxyqwbj904,一般,否
pjxyqxbj337,一般,否
pjxsqxbj882,游离,否
pjxyqxbj040,一般,否
pjxyqxbj027,游离,否
pjxyqxbl768,一般,否
pjwrzxbj996,游离,否
pjxuqwbj805,游离,是
pjxyqxbk168,一般,否
pjxuqwbj536,游离,是
pjxyqxbk923,游离,否
pjxsqxbj752,一般,否
pjxyqxbk717,一般,否
pjxuqwbj898,游离,否
pjxyqwbj993,一般,否
pjxyqxbj443,一般,否
pjxuqwbj546,游离,是
pjxyqxbl738,一般,否
pjxyqwbj602,一般,否
pjxyqxbj932,一般,否
pjxyqwbj518,游离,是
pjxyqxbj060,一般,否
pjxyqxbk046,游离,是
pjxuqwbj719,游离,否
pjxuqwbj585,游离,否
pjxxxxbj921,游离,是
pjxyqwbj500,游离,否
pjxuqwbj781,游离,否
pjxyqxbj021,一般,否
pjxxztfj975,一般,否
pjxrqxbj983,游离,是
pjxyqxbj395,一般,否
pjxyqwbj044,游离,是
pjxyqxbj282,一般,否
pjxsqxbj938,游离,否
pjxyqxbj430,游离,否
pjwtqxbj985,游离,否
pjxyqxbk553,一般,否
pjxpqxbj927,游离,是
pjxyqxbj330,一般,否
pjxtztbj985,游离,是
pjxyqxbk867,一般,否
pjxqqxbj947,游离,否
pjxyqxbk755,一般,否
pjxyqxbj418,一般,否
pjxyqxbj729,游离,是
pjxyqwbj445,一般,否
pjxyqwbj469,一般,否
pjxyqwbj839,游离,否
pjxyqxbl999,一般,否
pjxyqxbj584,一般,否
pjxyqxbj734,游离,是
pjxyqxbk053,一般,否
pjxuqwbj714,游离,否
pjxyqwbj677,一般,否
pjxyqwbj939,游离,否
pjxyqwbj360,一般,否
pjwtqxbj932,沉浸,否
pjxyqwbk700,一般,否
pjxyqxbj744,一般,否
pjxyqxbj527,一般,否
pjxsqxbj939,游离,是
pjxyqwbk818,一般,否
pjxwxxbj967,游离,是
pjxsqxbj892,游离,否
pjxrqxbj962,游离,是
pjxuqwbj698,游离,否
pjxyqxbk460,一般,否
pjxyqxbk534,一般,否
pjxvzxbj989,一般,否
pjxyqxbk341,一般,否
pjxyqxbj835,一般,否
pjxyqwbj219,游离,否
pjxyqwbk835,一般,否
pjxuqwbj479,游离,否
pjxwxxbj914,游离,是
pjxpqxbj919,沉浸,否
pjxyqwbj018,一般,否
pjwqzwbj998,游离,是
pjxuzvbj991,游离,否
pjxyqwbk740,一般,否
pjxrqxbj930,游离,是
pjxyqxbj405,一般,否
pjxyqxbj864,一般,否
pjxyqxbk566,游离,是
pjxqqxbj988,游离,否
pjxyqxbk524,一般,否
pjxyqxbj781,一般,否
pjxyqxbj754,游离,是
pjxyqxbl836,一般,否
pjxyqxbk286,一般,否
pjxyqxbl858,一般,否
pjxyqxbj780,一般,否
pjxyqxbj691,一般,否
pjxxxxbj955,游离,是
pjxyqxbk606,一般,否
pjxyqwbj664,游离,是
pjxyqwbj585,游离,否
pjwtqxbj930,游离,否
pjxyqxbk469,一般,否
pjxyqwbj773,游离,否
pjxyqxbj073,一般,否
pjxyqxbj340,一般,否
pjxrqxbj971,游离,否
pjxyqxbk137,游离,否
pjxyqxbk513,一般,否
pjxtzxfj994,游离,是
pjxyqxbk779,游离,是
pjxyqxbj753,一般,否
pjxyqwbj149,游离,否
pjxyqwbj207,游离,是
pjxyqwbj852,一般,否
pjxyqxbk183,一般,否
pjxyqwbj333,游离,否
pjxyqxbk863,游离,是
pjxyqwbj410,游离,否
pjxpqxbj911,沉浸,否
pjxyqxbk626,一般,否
pjxyqwbk931,游离,否
pjxuqwbj992,游离,是
pjwtqxbj977,游离,是
pjxyqwbj734,一般,否
pjxvzrfj975,一般,否
pjxyqxbj261,一般,否
pjxyqxbj683,一般,否
pjxuqwbj831,一般,否
pjxrqxbj996,游离,否
pjxyqxbl929,一般,否
pjxyqxbk611,一般,否
pjwrqxbj905,游离,否
pjxyqxbj195,一般,否
pjxuqwbj950,游离,否
pjxuqwbj758,游离,是
pjxyqwbj171,游离,否
pjxyqxbj935,一般,否
pjxyqxbj967,一般,否
pjxyqxbl794,一般,否
pjxyqwbj153,游离,是
pjxyqwbj463,游离,否
pjxyqxbj709,一般,否
pjxyqwbj841,游离,否
pjxxxxbj912,游离,是
pjxyqwbj873,游离,否
pjxsqxbj874,游离,否
pjxyqwbk647,游离,否
pjxyqwbj453,游离,否
pjxyqxbj940,一般,否
pjxyqxbj147,一般,否
pjxxztfj997,一般,否
pjxyqxbk900,一般,否
pjxyqxbl750,一般,否
pjxxxxbj922,游离,是
pjxyqxbj323,一般,否
pjxpqxbj981,游离,否
pjxyqxbj829,一般,否
pjxwzxkj985,一般,否
pjxyqwbk534,一般,否
pjxuqwbj838,游离,是
pjxyqxbj288,一般,否
pjxyqxbk556,游离,是
pjxyqxbk903,一般,否
pjxyqxbj653,一般,否
pjxyqwbj472,游离,否
pjxyqxbl752,一般,否
pjxyqwbj402,游离,是
pjxyqxbj094,一般,否
pjxyqwbj525,游离,否
pjxuqwbj905,游离,是
pjxyqwbk585,游离,否
pjxyqxbj972,一般,否
pjxuqwbj586,游离,否
pjxyqxbj106,一般,否
pjxyqxbk343,游离,是
pjxtzxfj980,游离,是
pjxyqxbj737,一般,否
pjxyqxbj315,一般,否
pjxuqwbj507,游离,是
pjxyqwbj660,游离,否
pjxyqxbj895,一般,否
pjxyqwbj325,一般,否
pjxyqxbk965,一般,否
pjxyqwbj958,游离,是
pjxyqxbk305,一般,否
pjxyqwbj821,游离,是
pjxuqwbj892,游离,否
pjxyqxbl766,一般,否
pjxyqwbj877,一般,否
pjxyqwbk623,一般,否
pjxyqxbj915,一般,否
pjxyqxbl975,一般,否
pjxyqxbj358,游离,否
pjxuqwbj804,游离,否
pjxuqwbj947,游离,否
pjxyqxbj770,一般,否
pjxyqxbk160,游离,是
pjxyqwbj318,游离,是
pjxyqwbj755,一般,否
pjxsqxbj886,游离,否
pjxvztfj974,一般,否
pjxyqxbk987,一般,否
pjxsqxbj808,游离,否
pjxwxxbj981,游离,是
pjxyqxbl893,一般,否
pjxyqxbk978,一般,否
pjxyqxbk368,一般,否
pjxyqxbk027,一般,否
pjxyqwbj046,游离,否
pjxyqwbj509,一般,否
pjxyqxbl797,游离,是
pjwrqxbj955,游离,是
pjxyqwbj780,一般,否
pjxyqwbj820,游离,否
pjxyqwbj237,游离,是
pjxyqxbk640,一般,否
pjxwxxbj949,游离,是
pjxyqxbl952,一般,否
pjxyqxbk442,游离,是
pjxyqwbk544,一般,否
pjxyqxbj957,一般,否
pjxwxxbj945,游离,是
pjxyqxbk810,一般,否
pjxuqwbj609,游离,否
pjxyqxbl714,一般,否
pjxyqwbj787,游离,是
pjxyqxbj765,一般,否
pjxuzxbj997,游离,是
pjxyqxbj217,一般,否
pjxyqxbk939,一般,否
pjxuqwbj483,游离,是
pjxyqwbj538,游离,否
pjxuqwbj735,游离,否
pjxsqxbj998,沉浸,否
pjxyqwbj418,游离,是
pjxyqwbj216,游离,是
pjxyqxbj605,一般,否
pjxqqxbj977,沉浸,否
pjxyqxbj314,一般,否
pjxsqxbj887,游离,否
pjwrqxbj965,游离,否
pjxuqwbj812,沉浸,否
pjxyqwbj421,游离,否
pjxyqxbj897,一般,否
pjxyqxbk419,一般,否
pjxyqxbk155,一般,否
pjxyqwbj733,一般,否
pjxyqxbl895,一般,否
pjxyqwbk717,游离,是
pjxyqwbj889,游离,否
pjxyqxbj039,一般,否
pjxyqwbj569,游离,是
pjxyqxbj760,一般,否
pjxpqxbj972,沉浸,否
pjxyqxbl723,一般,否
pjxwzxbj997,一般,否
pjxxxxbj911,游离,是
pjxyqxbl988,一般,否
pjxyqxbj608,一般,否
pjwrqxbj925,游离,是
pjxyqwbj085,游离,是
pjxxztfj988,一般,否
pjwtqxbj967,游离,是
pjxyqxbk277,一般,否
pjxyqwbj315,一般,否
pjxuqwbj748,沉浸,否
pjxyqwbk621,一般,否
pjxyqwbk622,游离,否
pjxyqxbj117,一般,否
pjxyqwbj441,一般,否
pjxyqxbj034,一般,否
pjxyqwbj692,游离,否
pjxyqxbj858,一般,否
pjxyqxbk655,一般,否
pjxvzrfj981,一般,否
pjxyqwbk920,游离,否
pjxuqwbj806,游离,否
pjxyqxbj646,一般,否
pjxxxxbj970,游离,是
pjxyqxbk682,一般,否
pjxuqwbj605,游离,是
pjxyqwbk729,游离,是
pjxyqwbj433,游离,否
pjxyqxbj950,一般,否
pjxyqxbl742,游离,是
pjxyqxbk457,一般,否
pjxyqxbk264,一般,否
pjxyqxbl730,一般,否
pjxyqwbj701,一般,否
pjxyqwbj871,一般,否
pjxyqwbj393,游离,是
pjxwzxbj998,一般,否
pjxyqwbj582,一般,否
pjxyqxbl950,一般,否
pjxsqxbj881,一般,否
pjxyqxbl857,一般,否
pjxyqwbj089,游离,是
pjxtztbj997,游离,是
pjxyqxbj888,一般,否
pjxuqwbj492,游离,否
pjxuqwbj508,游离,否
pjxyqxbk243,一般,否
pjxyqxbj817,游离,否
pjxyqwbk902,游离,否
pjxyqxbl847,游离,否
pjxuqwbj593,游离,是
pjxyqwbj356,一般,否
pjxyqwbj437,游离,是
pjxxxxbj997,游离,是
pjwtqxbj921,游离,是
pjxyqwbj627,游离,是
pjxyqxbk272,游离,否
pjxyqxbk665,一般,否
pjxyqxbj791,一般,否
pjxyqxbk011,一般,否
pjxyqxbk166,游离,是
pjxsqxbj815,沉浸,否
pjxyqwbj940,游离,否
pjxyqwbj986,游离,是
pjxyqxbk389,游离,是
pjxyqxbk497,游离,是
pjxuqwbj584,游离,否
pjxyqwbj307,一般,否
pjxyqxbj599,一般,否
pjxyqxbk261,一般,否
pjxsqxbj900,游离,是
pjxyqwbj710,游离,否
pjxyqxbl806,一般,否
pjxyqwbk884,游离,是
pjxuqwbj858,游离,是
pjxuqwbj545,游离,是
pjxyqxbj794,游离,是
pjxuqwbj615,游离,否
pjxvzxfj982,一般,否
pjxyqxbj862,一般,否
pjxyqxbk889,一般,否
pjxyqxbl774,游离,否
pjxpqxbj973,沉浸,否
pjxuqwbj738,游离,是
pjxyqwbj782,一般,否
pjwrqxbj967,游离,是
pjxyqwbj926,游离,否
pjxuqwbj785,游离,否
pjxuqwbj691,游离,是
pjxyqxbj448,一般,否
pjxwzxkj998,一般,否
pjxyqxbj008,一般,否
pjxyqxbk835,一般,否
pjxyqxbj952,游离,否
pjxqqxbj975,游离,否
pjxqzxbj975,游离,否
pjxuqwbj449,游离,否
pjxyqxbk894,一般,否
pjxuqwbj721,一般,否
pjxyqxbj049,一般,否
pjxyqwbk762,游离,是
pjwtqxbj987,游离,否
pjxuqwbj985,游离,是
pjxyqxbj529,一般,否
pjxyqwbj991,一般,否
pjxyqxbj180,一般,否
pjxyqxbj841,一般,否
pjxyqxbj169,游离,否
pjxyqxbj642,一般,否
pjwrqxbj977,游离,否
pjxyqxbj207,一般,否
pjxuqwbj850,游离,否
pjxyqxbl946,一般,否
pjxyqwbj678,一般,否
pjxyqxbj100,游离,否
pjxyqwbj542,游离,是
pjxrqxbj939,游离,是
pjxuqwbj632,游离,是
pjxyqwbj116,游离,是
pjxqzxbj982,游离,否
pjxyqwbj532,游离,否
pjxyqxbj347,游离,是
pjxyqxbk025,一般,否
pjxyqxbj220,一般,否
pjxyqxbl686,游离,是
pjxsqxbj876,游离,是
pjxyqxbj818,一般,否
pjxvztfj991,一般,否
pjxyqxbj006,一般,否
pjxyqxbk182,游离,否
pjxyqwbj033,一般,否
pjxyqwbk741,游离,是
pjxyqxbj722,一般,否
pjxyqxbk031,一般,否
pjxyqwbj590,游离,否
pjxyqxbj948,一般,否
pjxyqxbj718,游离,否
pjxyqxbj987,一般,否
pjxyqwbk754,一般,否
pjxyqwbj706,游离,否
pjxyqxbk521,一般,否
pjxtzxfj981,一般,否
pjxrqxbj911,游离,是
pjxyqwbk972,一般,否
pjxqqxbj986,游离,否
pjxyqwbk531,一般,否
pjxyqxbk772,一般,否
pjxsqxbj788,游离,否
pjxyqxbk947,一般,否
pjxyqwbk620,游离,是
pjxsqxbj908,游离,是
pjxyqxbj577,一般,否
pjxyqxbj129,一般,否
pjxsqxbj768,游离,否
pjxuzxbj987,游离,是
pjxyqwbk943,一般,否
pjxyqwbk706,一般,否
pjxpqxbj945,沉浸,否
pjxuqwbj642,沉浸,否
pjxyqwbj397,一般,否
pjxyqxbk783,一般,否
pjxyqxbk162,一般,否
pjxyqxbl758,一般,否
pjxyqxbj761,游离,是
pjxuqwbj894,游离,否
pjxyqwbk631,一般,否
pjxuqwbj847,游离,否
pjxuqwbj588,游离,是
pjxxzxkj983,游离,否
pjxuqwbj878,游离,是
pjxxxxbj923,游离,是
pjxyqwbj052,游离,是
pjxyqwbj594,游离,是
pjxuqwbj517,游离,否
pjxyqxbk015,游离,是
pjxyqxbk039,游离,否
pjxyqxbk474,一般,否
pjwrqxbj991,游离,是
pjxyqxbk555,游离,是
pjxyqxbk007,一般,否
pjxyqxbj663,一般,否
pjxyqwbj190,游离,是
pjxyqxbj007,游离,否
pjxuqwbj489,游离,否
pjxyqxbj659,一般,否
pjxyqwbj825,一般,否
pjxyqwbj870,一般,否
pjxyqwbk865,游离,是
pjxyqxbk231,游离,是
pjxuqwbj944,一般,否
pjxyqxbl709,一般,否
pjxyqxbk667,游离,否
pjxyqwbk665,游离,否
pjxyqxbk023,一般,否
pjxyqxbl746,一般,否
pjxyqxbk527,一般,否
pjxyqwbk826,游离,是
pjxyqwbj947,游离,否
pjxyqxbk791,一般,否
pjxyqxbk571,一般,否
pjxyqxbj784,一般,否
pjxyqxbj628,游离,否
pjxyqwbj311,游离,否
pjxqzxbj983,游离,否
pjxuqwbj538,游离,否
pjxyqxbj325,一般,否
pjxyqxbk314,一般,否
pjxwxxbj930,游离,是
pjxyqxbk154,一般,否
pjxyqwbj272,游离,是
pjwrqxbj916,游离,否
pjxyqwbj336,一般,否
pjxyqxbj525,一般,否
pjxyqxbk590,游离,否
pjxyqxbl724,游离,是
pjxuqwbj877,游离,是
pjxxxxbj945,游离,是
pjxyqxbj312,一般,否
pjxyqxbk907,一般,否
pjxsqxbj909,游离,否
pjxuqwbj861,游离,否
pjxxxxbj941,游离,是
pjxyqwbj769,游离,是
pjxyqwbk775,一般,否
pjxyqxbj576,游离,是
pjxyqxbl837,一般,否
pjxxxxbj933,游离,是
pjxyqxbk816,游离,否
pjxuqwbj497,一般,否
pjxyqwbj945,一般,否
pjxyqwbk996,游离,是
pjxyqxbj524,一般,否
pjxyqxbk848,一般,否
pjxyqxbj832,一般,否
pjxyqxbj570,一般,否
pjxyqxbk728,一般,否
pjxyqwbj665,一般,否
pjxyqxbl964,一般,否
pjxyqxbj637,一般,否
pjxyqxbl816,一般,否
pjxyqxbl984,一般,否
pjxyqwbj036,游离,是
pjxpqxbj956,游离,是
pjxyqwbk509,游离,否
pjxyqxbk500,一般,否
pjxsqxbj997,游离,否
pjxsqxbj982,游离,否
pjxuqwbj673,游离,否
pjxyqxbj243,一般,否
pjxyqwbk642,游离,是
pjxsqxbj792,游离,否
pjxyqxbj052,游离,否
pjxyqxbk846,一般,否
pjxyqwbk844,游离,否
pjxyqxbk713,一般,否
pjxqqxbj981,沉浸,否
pjxyqxbk042,一般,否
pjxyqxbk579,一般,否
pjxuqwbj837,沉浸,否
pjxyqxbj132,一般,否
pjxuqwbj551,游离,否
pjxyqwbj082,一般,否
pjxyqxbj269,一般,否
pjxsqxbj904,游离,否
pjxyqxbk663,一般,否
pjxyqwbj368,一般,否
pjxyqxbj907,沉浸,否
pjxuqwbj539,游离,是
pjxrqxbj945,游离,是
pjxuqwbj495,游离,否
pjwtqxbj998,游离,否
pjxyqwbj506,游离,否
pjxuqwbj446,游离,否
pjxyqxbk656,一般,否
pjxuqwbj767,一般,否
pjxyqxbl925,一般,否
pjxyqwbj574,一般,否
pjxuqwbj873,游离,是
pjxsqxbj810,游离,否
pjxyqwbj384,一般,否
pjxyqxbj410,一般,否
pjxyqxbk853,一般,否
pjxyqxbk839,一般,否
pjxyqxbj626,游离,是
pjxyqxbl755,游离,是
pjxyqxbj681,一般,否
pjxyqxbl916,一般,否
pjxyqxbj801,游离,是
pjxyqxbk115,一般,否
pjxyqwbj242,游离,否
pjxyqxbk295,游离,是
pjwtqxbj952,游离,否
pjxxxxbj908,游离,是
pjxyqxbj088,一般,否
pjxyqxbj979,一般,否
pjxyqxbl954,一般,否
pjxyqxbj749,游离,是
pjxyqxbj981,一般,否
pjxyqxbj521,一般,否
pjxyqwbj640,一般,否
pjwrqxbj951,游离,是
pjxyqxbk263,一般,否
pjxyqwbj608,游离,否
pjwtqxbj922,游离,是
pjxyqxbk066,一般,否
pjxxzxkj981,游离,否
pjxuzsfj995,一般,否
pjxuqwbj724,游离,是
pjxyqxbl828,一般,否
pjxyqxbl751,一般,否
pjxyqwbj902,游离,否
pjwuzxbj995,一般,否
pjxyqwbj777,一般,否
pjxyqxbl789,游离,是
pjxyqxbk495,一般,否
pjxyqwbk548,一般,否
pjxyqwbk644,一般,否
pjxyqxbj638,游离,是
pjxyqwbk814,游离,是
pjxyqwbj293,游离,否
pjxsqxbj774,游离,否
pjxyqwbk520,游离,否
pjxyqwbj302,游离,否
pjxyqxbk945,一般,否
pjxyqxbk722,一般,否
pjxyqwbj847,游离,否
pjxyqxbk217,游离,是
pjxyqxbj739,游离,否
pjxyqxbj348,一般,否
pjxyqxbk125,一般,否
pjxyqwbj486,一般,否
pjxyqwbj488,一般,否
pjxyqxbj305,一般,否
pjxyqxbk610,一般,否
pjxyqwbk799,一般,否
pjxuqwbj659,游离,否
pjxyqwbj788,游离,否
pjxyqxbj949,一般,否
pjxyqxbk686,一般,否
pjxyqxbj150,一般,否
pjxyqxbk844,一般,否
pjxyqxbl839,一般,否
pjxyqwbj163,游离,否
pjxyqxbj459,一般,否
pjxyqwbj564,游离,否
pjxyqwbk527,一般,否
pjxuqwbj803,游离,否
pjxyqxbj002,游离,是
pjxyqwbj760,游离,否
pjxyqxbj064,游离,是
pjwrqxbj924,游离,是
pjxyqxbk603,一般,否
pjxpqxbj992,一般,否
pjxyqwbk769,一般,否
pjxyqxbl765,游离,是
pjxyqwbj903,游离,否
pjxyqwbj566,一般,否
pjxpqxbj930,沉浸,否
pjxyqxbj250,一般,否
pjxyqxbk048,一般,否
pjxyqwbj476,一般,否
pjxyqxbk116,游离,是
pjxyqwbk713,一般,否
pjxyqxbk503,一般,否
pjxyqxbk807,一般,否
pjxyqxbj861,一般,否
pjxyqxbl796,一般,否
pjxyqxbl710,一般,否
pjxyqxbl921,游离,是
pjxyqxbk910,一般,否
pjxuqwbj485,游离,否
pjxxxxbj963,游离,是
pjxyqxbl987,一般,否
pjxqqxbj989,沉浸,否
pjxrqxbj952,游离,是
pjxyqxbk676,一般,否
pjxsqxbj941,游离,否
pjxyqwbj838,一般,否
pjxyqwbj285,游离,否
pjxxxxbj904,游离,是
pjxyqwbk942,一般,否
pjxrqxbj957,游离,否
pjxuqwbj527,游离,否
pjxxzxkj990,游离,否
pjxuqwbj537,游离,是
pjxyqxbl963,一般,否
pjxyqxbk547,游离,否
pjxuqwbj750,游离,否
pjxtzxfj982,游离,是
pjxyqxbl716,一般,否
pjxyqwbj922,游离,否
pjxyqxbk823,游离,是
pjxyqxbk163,一般,否
pjxqqxbj969,沉浸,否
pjxuqwbj787,游离,否
pjxyqwbj742,游离,否
pjxyqwbk901,一般,否
pjxyqxbj214,一般,否
pjxyqwbk896,游离,否
pjxyqxbj910,一般,否
pjxyqxbk105,一般,否
pjxpqxbj941,沉浸,否
pjxyqxbk718,游离,是
pjxyqwbj671,游离,是
pjxyqxbj779,一般,否
pjxuqwbj954,游离,否
pjxyqxbl701,游离,否
pjxrqxbj973,游离,否
pjxsqxbj840,游离,否
pjxyqxbk632,游离,是
pjxpqxbj976,游离,是
pjxyqwbj809,游离,否
pjxyqxbj898,一般,否
pjxyqxbk298,一般,否
pjxyqxbk680,一般,否
pjxyqwbj006,游离,是
pjxyqwbj910,沉浸,否
pjxuqwbj796,游离,是
pjxxztfj982,一般,否
pjxyqxbl717,一般,否
pjxsqxbj771,游离,否
pjxyqwbj015,游离,否
pjxyqxbk300,游离,否
pjxuqwbj760,游离,否
pjxqqxbj959,沉浸,否
pjxyqwbk756,一般,否
pjxyqxbj667,一般,否
pjxsqxbj965,游离,是
pjxyqxbj815,一般,否
pjvyzxbj993,一般,否
pjxyqxbj015,游离,是
pjxyqxbl821,一般,否
pjxqzxbj997,游离,否
pjxuqwbj558,一般,否
pjxxzxkj979,游离,否
pjxyqxbj559,一般,否
pjxyqxbj102,游离,是
pjxyqxbj947,一般,否
pjxyqxbl969,一般,否
pjxyqxbj490,一般,否
pjxsqxbj893,游离,是
pjwtqxbj969,游离,否
pjxuqwbj848,游离,否
pjwtqxbj960,游离,否
pjxsqxbj843,游离,否
pjxyqxbj084,游离,否
pjxyqxbj687,一般,否
pjxyqxbj630,游离,否
pjxyqwbk954,游离,是
pjxyqxbj955,游离,是
pjxyqxbj332,一般,否
pjwtqxbj947,游离,否
