student_id,听课质量评级,是否隐性逃课
pjxyqxbk098,游离,是
pjxsqxbj962,游离,否
pjxuqwbj443,一般,否
pjxyqwbk543,一般,否
pjxsqxbj944,游离,否
pjxyqwbj876,一般,否
pjxyqwbk991,一般,否
pjxyqxbj933,一般,否
pjxuqwbj778,游离,否
pjxsqxbj809,游离,否
pjxyqwbj348,游离,否
pjxuqwbj930,游离,否
pjxyqwbj632,一般,否
pjxyqxbk468,游离,否
pjxyqxbj662,一般,否
pjxyqwbj088,游离,否
pjxyqwbj988,一般,否
pjxuqwbj571,游离,否
pjxrqxbj994,游离,是
pjxyqxbj501,游离,是
pjxyqxbj645,游离,是
pjxyqwbj971,一般,否
pjxuzsfj983,一般,否
pjxyqwbk686,游离,否
pjxwxxbj915,游离,否
pjxwzxfj977,一般,否
pjxyqxbl962,一般,否
pjxuqwbj511,一般,否
pjxyqwbj888,游离,是
pjxyqxbl966,一般,否
pjxuqwbj879,沉浸,否
pjxsqxbj862,一般,否
pjxyqwbj932,游离,否
pjxyqxbk068,游离,是
pjxyqwbj338,一般,否
pjxyqxbl854,一般,否
pjxyqxbj067,游离,否
pjxyqwbj592,游离,否
pjxpqxbj979,游离,是
pjxyqwbj366,一般,否
pjxuqwbj478,游离,否
pjxyqwbj928,游离,是
pjxqzxbj984,游离,是
pjxyqxbj370,游离,否
pjxyqxbj871,一般,否
pjxsqxbj871,游离,否
pjxuqwbj854,游离,否
pjxxztbj998,一般,否
pjxyqxbj771,一般,否
pjxyqwbk653,游离,是
pjxyqxbj541,游离,是
pjxyqxbj046,一般,否
pjxyqwbj394,游离,否
pjxuqwbj937,一般,否
pjxyqxbk403,游离,是
pjxyqxbk195,游离,否
pjxyqwbj497,游离,否
pjxyqxbj506,一般,否
pjxyqxbk604,游离,是
pjxyqxbk074,游离,否
pjxqqxbj973,游离,否
pjxuqwbj547,沉浸,否
pjwuzxbj992,一般,否
pjxyqwbk755,一般,否
pjxyqxbj853,一般,否
pjxyqxbl872,游离,是
pjxyqxbj750,一般,否
pjxsqxbj922,游离,否
pjxvztfj985,一般,否
pjxyqwbj203,一般,否
pjxqqxbj998,沉浸,否
pjxuqwbj773,一般,否
pjxyqwbk510,一般,否
pjxyqwbk708,一般,否
pjxyqxbk644,一般,否
pjxyqxbk144,一般,否
pjxyqwbj929,一般,否
pjxyqxbk601,一般,否
pjxyqxbj885,一般,否
pjwrqxbj918,游离,否
pjxyqwbj688,一般,否
pjxyqxbk218,游离,否
pjxyqxbk961,一般,否
pjxxxxbj989,游离,是
pjxyqwbj299,一般,否
pjxsqxbj969,一般,否
pjxyqxbj148,游离,是
pjxyqxbj788,游离,是
pjxyqxbj989,一般,否
pjwtqxbj950,游离,否
pjxyqwbj685,一般,否
pjxyqwbk767,游离,否
pjxyqxbj428,游离,是
pjxyqxbj854,一般,否
pjxyqwbj663,一般,否
pjxyqwbk617,游离,是
pjxyqxbk448,游离,否
pjxwxxbj940,游离,是
pjxyqxbj731,一般,否
pjxyqxbk662,一般,否
pjxyqxbl825,一般,否
pjxyqwbj834,游离,是
pjxxzxkj987,游离,否
pjxyqwbj347,一般,否
pjxsqxbj863,游离,是
pjwrqxbj952,游离,否
pjwrqxbj992,游离,是
pjxyqwbj305,一般,否
pjxyqxbk720,游离,否
pjxyqxbl930,游离,否
pjxyqwbj548,游离,否
pjwtqxbj918,游离,否
pjxyqwbj159,游离,否
pjxyqxbk335,一般,否
pjxuqwbj490,游离,是
pjxyqxbk000,一般,否
pjxyqxbl843,游离,是
pjwrqxbj983,游离,是
pjxyqxbk803,一般,否
pjxuqwbj515,游离,否
pjxpqxbj946,沉浸,否
pjxuqwbj705,游离,否
pjxyqwbk910,一般,否
pjxyqxbk506,游离,是
pjwrqxbj994,游离,否
pjxyqxbj616,一般,否
pjxsqxbj784,游离,否
pjxyqxbk505,一般,否
pjxyqxbk330,游离,否
pjxyqxbj640,一般,否
pjxyqwbj872,游离,否
pjxyqxbj893,一般,否
pjxuqwbj687,游离,否
pjxpqxbj937,沉浸,否
pjwrqxbj923,游离,是
pjxyqxbj869,一般,否
pjxpqxbj985,游离,是
pjxrqxbj990,游离,是
pjxsqxbj934,游离,是
pjxyqxbk131,一般,否
pjxyqwbk889,游离,否
pjxyqxbj772,游离,是
pjxyqxbk697,一般,否
pjxuqwbj766,游离,是
pjxyqxbk997,一般,否
pjxyqxbk246,一般,否
pjxpqxbj961,沉浸,否
pjxyqwbj775,一般,否
pjxyqxbl867,一般,否
pjxyqxbj048,一般,否
pjxyqwbk806,一般,否
pjxuqwbj505,游离,否
pjxyqxbk926,游离,否
pjxyqwbj002,一般,否
pjxyqxbj776,一般,否
pjxyqxbk703,游离,是
pjxyqxbj283,游离,是
pjxpqxbj925,游离,否
pjxyqwbk923,一般,否
pjxyqwbj837,游离,否
pjxuqwbj460,游离,否
pjxyqwbj236,游离,是
pjxyqxbk777,游离,是
pjxyqxbk733,游离,是
pjxuqwbj974,游离,是
pjxyqxbk609,游离,否
pjxyqwbk966,游离,否
pjxsqxbj827,游离,否
pjxyqxbk595,一般,否
pjxyqxbj838,一般,否
pjxyqwbj754,游离,否
pjxyqxbj698,一般,否
pjxuqwbj935,一般,否
pjxyqwbk761,一般,否
pjxyqxbk753,一般,否
pjxuqwbj783,沉浸,否
pjxyqxbj953,一般,否
pjxyqwbj069,一般,否
pjxyqxbj120,一般,否
pjxuqwbj713,游离,否
pjxuqwbj833,游离,否
pjxyqxbj277,一般,否
pjxyqxbk232,游离,是
pjxxzxbj998,一般,否
pjxyqxbj391,一般,否
pjxyqwbk678,游离,否
pjxyqxbk695,一般,否
pjxyqxbk402,一般,否
pjwtqxbj965,游离,否
pjxyqxbk813,游离,是
pjxyqxbj240,一般,否
pjxyqwbk955,游离,否
pjxyqwbj243,一般,否
pjxyqxbj478,游离,是
pjxyqxbj714,一般,否
pjxwzxfj975,一般,否
pjxyqxbj954,一般,否
pjxyqxbk757,一般,否
pjxyqwbj464,游离,否
pjxuqwbj797,游离,否
pjxyqwbk855,一般,否
pjxyqxbj733,游离,否
pjxyqwbj412,游离,否
pjxyqxbk767,游离,是
pjxyqwbk993,一般,否
pjxyqwbk746,游离,否
pjxrqxbj892,游离,是
pjxyqwbj811,一般,否
pjxuqwbj498,游离,是
pjxyqwbk900,游离,否
pjxyqwbj278,游离,是
pjxyqxbj595,一般,否
pjxyqwbk788,一般,否
pjxyqxbk458,一般,否
pjxyqxbj223,一般,否
pjxyqxbj537,游离,否
pjxyqxbj769,游离,是
pjxyqwbj555,一般,否
pjxyqxbj384,一般,否
pjxyqwbj027,游离,是
pjxuqwbj594,游离,是
pjxuqwbj986,游离,否
pjxyqxbk346,游离,是
pjxyqxbl688,一般,否
pjxyqxbj417,一般,否
pjxyqwbj726,一般,否
pjxuqwbj661,沉浸,否
pjxyqwbj936,一般,否
pjxyqxbk350,一般,否
pjxyqxbj279,一般,否
pjxsqxbj864,沉浸,否
pjxrqxbj901,一般,否
pjwrqxbj944,游离,否
pjxqzxbj994,游离,否
pjxwzxfj983,一般,否
pjxyqxbk637,一般,否
pjxyqwbk650,游离,是
pjxyqxbj848,一般,否
pjxxxxbj966,游离,是
pjxyqwbj864,游离,否
pjxyqxbl757,一般,否
pjxpqxbj997,沉浸,否
pjxyqxbk629,一般,否
pjxyqwbj409,一般,否
pjxyqxbj993,一般,否
pjxyqxbj158,一般,否
pjxuqwbj581,沉浸,否
pjxuqwbj755,沉浸,否
pjxyqxbj911,一般,否
pjxuqwbj476,游离,是
pjxwzxbj989,一般,否
pjxyqxbj914,一般,否
pjxyqwbj989,一般,否
pjxyqxbk316,一般,否
pjxyqxbk647,一般,否
pjxrqxbj958,游离,是
pjxyqxbj903,一般,否
pjxxxxbj913,游离,是
pjxyqxbk201,一般,否
pjxyqwbj950,一般,否
pjxyqxbk723,游离,否
pjxxxxbj986,游离,是
pjxyqwbj699,游离,是
pjxyqwbj698,一般,否
pjxyqwbk551,一般,否
pjxyqxbk097,一般,否
pjxyqxbk843,游离,是
pjxyqxbj707,一般,否
pjxyqxbk528,一般,否
pjxyqxbl812,一般,否
pjxyqwbk919,游离,否
pjxvzrfj978,一般,否
pjxuqwbj726,一般,否
pjxyqxbj063,一般,否
pjxyqxbj095,一般,否
pjxyqwbj883,游离,是
pjxyqwbk583,一般,否
pjwtqxbj974,游离,是
pjxyqwbk864,游离,是
pjxyqwbj090,一般,否
pjxyqxbk927,一般,否
pjwrqxbj884,游离,是
pjxyqxbk262,一般,否
pjxyqxbj799,游离,是
pjxyqxbk778,一般,否
pjxuqwbj814,沉浸,否
pjxwxxbj928,游离,否
pjxuqwbj692,一般,否
pjwrqxbj935,游离,否
pjxxxxbj968,游离,是
pjxyqwbk791,游离,否
pjxyqxbl769,游离,是
pjxyqwbj912,游离,是
pjxyqxbk013,一般,否
pjxyqxbj647,一般,否
pjxsqxbj905,游离,是
pjxuqwbj600,沉浸,否
pjxyqwbj615,游离,否
pjxvzxfj987,一般,否
pjxyqxbk562,一般,否
pjxuqwbj676,游离,是
pjxyqxbl684,游离,否
pjxyqwbj126,游离,否
pjxyqwbj833,一般,否
pjxyqwbj334,一般,否
pjxyqxbj609,一般,否
pjxrqxbj951,游离,否
pjxyqxbj241,一般,否
pjxyqxbk150,游离,是
pjxyqxbk882,一般,否
pjxyqwbj479,一般,否
pjxyqwbj728,一般,否
pjxyqxbj155,一般,否
pjxyqwbk795,游离,是
pjxuqwbj624,沉浸,否
pjxrqxbj928,游离,是
pjxyqxbk567,一般,否
pjxuqwbj651,游离,是
pjxyqxbk080,一般,否
pjxyqxbk745,游离,是
pjxyqwbk824,游离,是
pjxyqwbk831,一般,否
pjxyqxbk479,一般,否
pjxyqwbk538,游离,是
pjxyqxbj038,一般,否
pjxyqxbj092,一般,否
pjxyqwbk736,游离,否
pjxyqwbk866,游离,是
pjxyqxbj371,一般,否
pjxyqxbj032,一般,否
pjxqzxbj973,游离,是
pjxpqxbj912,沉浸,否
pjxsqxbj968,沉浸,否
pjxxxxbj944,游离,是
pjwrqxbj978,游离,是
pjxyqwbj570,一般,否
pjxyqwbj966,游离,否
pjxyqwbk511,一般,否
pjxyqxbj285,一般,否
pjxuqwbj461,游离,否
pjxyqwbj946,游离,是
pjxyqwbk907,游离,是
pjxuzsfj988,一般,否
pjxyqxbj635,游离,是
pjxyqwbj164,一般,否
pjxyqxbk307,一般,否
pjxyqxbl704,一般,否
pjxyqxbj565,一般,否
pjxyqwbj398,一般,否
pjxyqwbj130,一般,否
pjxsqxbj906,游离,否
pjxyqwbj122,游离,是
pjxyqxbk854,一般,否
pjxyqxbl869,游离,否
pjxuqwbj528,沉浸,否
pjxyqxbj173,一般,否
pjxyqwbk562,一般,否
pjxpqxbj977,沉浸,否
pjxyqwbk604,游离,否
pjxpqxbj975,沉浸,否
pjxyqxbk880,游离,否
pjxyqxbl743,一般,否
pjxyqwbk747,游离,是
pjvyzxbj997,游离,否
pjxyqwbj172,游离,是
pjxpqxbj932,沉浸,否
pjxsqxbj918,一般,否
pjxyqwbj790,游离,是
pjxsqxbj823,游离,否
pjxyqxbk148,一般,否
pjxyqxbj991,游离,否
pjxyqxbj636,一般,否
pjwrqxbj890,游离,是
pjxtztbj990,游离,是
pjxyqxbk537,一般,否
pjxyqxbj403,一般,否
pjxyqwbk787,一般,否
pjxyqwbk782,游离,否
pjxvztfj990,一般,否
pjxuqwbj927,一般,否
pjwtqxbj984,游离,是
pjxyqxbj333,一般,否
pjxyqxbl985,一般,否
pjxyqxbk159,一般,否
pjxyqwbj031,游离,否
pjxyqwbj430,一般,否
pjxyqxbk273,一般,否
pjxpqxbj920,沉浸,否
pjxyqxbk520,一般,否
pjxyqxbj454,一般,否
pjxuqwbj853,游离,否
pjxyqwbk547,游离,是
pjxyqxbk373,一般,否
pjxyqxbj162,一般,否
pjxxxxbj943,游离,是
pjxyqxbk190,一般,否
pjxyqxbk661,游离,否
pjxxxxbj980,游离,是
pjxyqwbj885,一般,否
pjxyqxbk943,一般,否
pjxpqxbj969,沉浸,否
pjxyqxbj492,一般,否
pjxyqxbk052,一般,否
pjxyqxbk677,一般,否
pjxsqxbj796,游离,否
pjxyqwbj169,一般,否
pjxyqxbl699,一般,否
pjxyqwbj158,游离,是
pjxxztfj991,一般,否
pjxyqxbk076,一般,否
pjxyqwbk694,一般,否
pjxyqxbl677,游离,是
pjxyqxbl731,游离,否
pjxyqwbj822,游离,是
pjxwxxbj960,游离,是
pjxyqxbj359,一般,否
pjxxxxbj914,游离,是
pjxuqwbj962,游离,是
pjxyqxbk804,一般,否
pjxyqwbk962,一般,否
pjxvzxbj997,一般,否
pjxyqxbj827,一般,否
pjxyqxbk519,一般,否
pjxsqxbj916,游离,是
pjxyqxbk167,一般,否
pjxyqwbj193,一般,否
pjwrqxbj985,游离,是
pjxsqxbj772,游离,是
pjxyqwbj452,游离,否
pjxxxxbj953,游离,是
pjxyqwbj095,游离,否
pjxyqxbl737,一般,否
pjxpqxbj978,沉浸,否
pjxyqxbk198,一般,否
pjxyqwbj261,一般,否
pjxyqwbk716,一般,否
pjxyqxbk715,一般,否
pjxyqxbl827,游离,是
pjxyqxbj586,一般,否
pjxwxxbj972,游离,否
pjxyqwbj524,游离,是
pjxyqxbj476,一般,否
pjxyqxbj415,游离,否
pjxyqwbk792,游离,是
pjxsqxbj812,游离,否
pjxyqwbj961,游离,是
pjxyqxbj286,一般,否
pjxyqxbj918,一般,否
pjxyqxbl781,一般,否
pjxqzxbj989,沉浸,否
pjxuqwbj631,游离,否
pjxuqwbj606,游离,否
pjxyqwbj927,一般,否
pjxxxxbj942,游离,是
pjxsqxbj980,游离,是
pjxsqxbj831,游离,是
pjxyqwbj613,游离,是
pjxyqwbj417,游离,否
pjxyqxbl896,游离,是
pjxsqxbj816,游离,否
pjxyqwbj713,一般,否
pjxxxxbj916,游离,是
pjvyzvfj989,一般,否
pjxwzxbj985,一般,否
pjxsqxbj872,游离,否
pjxwxxbj910,游离,是
pjxyqwbj309,一般,否
pjxyqxbk847,一般,否
pjxyqwbj422,游离,否
pjxyqxbj105,一般,否
pjxsqxbj789,游离,否
pjxyqxbj031,一般,否
pjxyqxbl687,一般,否
pjxwzxbj993,一般,否
pjwtqxbj968,游离,是
pjwrqxbj901,游离,否
pjxvzxfj998,一般,否
pjxyqwbk815,游离,否
pjxyqxbk700,游离,是
pjxyqwbj003,一般,否
pjxpqxbj967,沉浸,否
pjxuqwbj582,沉浸,否
pjxyqxbl767,一般,否
pjxsqxbj801,游离,否
pjxsqxbj765,游离,否
pjxyqxbk573,一般,否
pjxvzxfj988,一般,否
pjxyqwbk592,游离,是
pjxyqwbj830,游离,是
pjwtqxbj928,游离,否
pjxyqwbj763,一般,否
pjxyqxbk993,一般,否
pjxyqwbk618,一般,否
pjxyqxbj566,游离,否
pjxyqxbj562,游离,是
pjxyqxbk135,一般,否
pjxtztbj986,游离,是
pjxuqwbj786,一般,否
pjxyqxbk899,一般,否
pjxyqwbj646,一般,否
pjxyqxbk634,一般,否
pjxyqxbj355,游离,是
pjxyqwbk636,游离,是
pjxyqwbj129,一般,否
pjxyqxbj125,一般,否
pjxyqwbj557,游离,否
pjxyqxbj686,一般,否
pjxxxxbj957,游离,是
pjxuqwbj559,游离,否
pjxyqwbj054,游离,否
pjxuqwbj535,游离,否
pjxyqxbj054,一般,否
pjxyqxbk630,一般,否
pjxuqwbj512,游离,是
pjxyqwbj535,一般,否
pjxpqxbj955,游离,否
pjxyqxbj545,一般,否
pjxxxxbj930,游离,是
pjxuqwbj845,游离,否
pjxyqxbk615,游离,是
pjxwxxbj899,游离,是
pjxyqxbk072,一般,否
pjxyqxbk788,一般,否
pjxyqxbk828,一般,否
pjxyqxbk391,一般,否
pjxyqwbk731,游离,是
pjxyqwbk584,游离,否
pjxyqwbj375,游离,否
pjxyqxbj670,一般,否
pjxyqwbj396,一般,否
pjxrqxbj937,游离,否
pjxyqxbl955,游离,否
pjxyqwbj674,游离,是
pjxpqxbj987,沉浸,否
pjxyqxbk598,一般,否
pjxyqxbj712,一般,否
pjxyqwbj797,一般,否
pjxrqxbj942,游离,是
pjxwxxbj934,游离,是
pjxyqxbj012,一般,否
pjxyqwbj924,一般,否
pjxuqwbj648,游离,否
pjxyqwbk793,一般,否
pjxyqwbj531,一般,否
pjxyqwbj221,一般,否
pjxuqwbj573,游离,否
pjxyqxbl759,一般,否
pjxyqxbk194,一般,否
pjxyqxbj144,游离,是
pjwrqxbj919,游离,否
pjxyqwbk601,游离,是
pjxyqxbj995,一般,否
pjxyqwbj793,一般,否
pjxuzsfj977,一般,否
pjxyqwbk951,一般,否
pjxyqwbj807,一般,否
pjxyqxbj024,游离,否
pjxyqwbj857,游离,是
pjxyqxbj519,一般,否
pjxyqxbj086,一般,否
pjxyqwbk668,一般,否
pjxyqxbj507,一般,否
pjxtztbj998,游离,是
pjxyqxbk294,游离,是
pjxyqxbl937,一般,否
pjxyqxbk780,一般,否
pjxyqxbk685,一般,否
pjxyqxbk165,一般,否
pjxxxxbj907,游离,是
pjxyqxbk531,游离,否
pjxuqwbj619,游离,否
pjxyqxbk180,一般,否
pjxyqwbj391,游离,否
pjxyqwbk662,游离,是
pjxyqxbj834,一般,否
pjxyqwbj604,一般,否
pjxyqxbj278,一般,否
pjxyqwbj455,一般,否
pjxyqwbj691,一般,否
pjxyqwbj560,一般,否
pjxuqwbj565,游离,否
pjxyqxbj615,一般,否
pjxyqwbk607,一般,否
pjxyqwbk615,游离,是
pjxyqxbl906,游离,否
pjxyqwbj492,一般,否
pjxuqwbj996,游离,否
pjxyqwbk514,游离,否
pjxyqwbj727,游离,否
pjxyqxbk342,游离,否
pjxyqwbj225,一般,否
pjxsqxbj873,游离,否
pjxyqxbk399,一般,否
pjxyqwbk540,游离,是
pjxyqxbj043,游离,是
pjwrqxbj979,游离,否
pjxuzsfj981,一般,否
pjxuqwbj677,游离,是
pjxyqwbk956,游离,否
pjxyqwbj341,一般,否
pjxuqwbj890,游离,否
pjxyqwbj459,游离,否
pjxyqwbj166,游离,否
pjxyqxbj065,一般,否
pjxyqwbk728,一般,否
pjxyqxbk614,一般,否
pjxyqxbk962,一般,否
pjxuqwbj976,游离,是
pjxsqxbj925,游离,否
pjxyqwbj508,游离,否
pjxyqxbk121,一般,否
pjxyqwbj245,游离,是
pjxyqwbj624,游离,是
pjxsqxbj966,游离,否
pjxyqwbj435,游离,否
pjxyqwbk724,游离,否
pjxyqxbj807,一般,否
pjxyqwbj979,游离,否
pjxuqwbj450,游离,是
pjxyqxbk325,一般,否
pjxpqxbj934,沉浸,否
pjxuqwbj562,游离,否
pjxyqxbj831,一般,否
pjxyqxbk401,一般,否
pjxyqxbk936,游离,是
pjxpqxbj914,沉浸,否
pjxyqwbk537,沉浸,否
pjxyqwbj772,一般,否
pjxyqwbj013,一般,否
pjxyqxbj795,一般,否
pjxyqxbj980,一般,否
pjwtqxbj979,游离,否
pjxqqxbj991,沉浸,否
pjvyzxbj995,一般,否
pjxyqwbj737,一般,否
pjxyqxbj251,一般,否
pjxyqxbj927,一般,否
pjxsqxbj971,游离,是
pjxwzxfj987,一般,否
pjxyqxbk971,一般,否
pjxyqxbl879,游离,是
pjxyqxbk633,游离,否
pjxyqwbj321,游离,否
pjxyqwbj937,游离,否
pjxsqxbj885,游离,否
pjxyqxbk657,一般,否
pjxuqwbj468,游离,是
pjxyqxbl970,一般,否
pjxyqwbk879,一般,否
pjwrqxbj998,游离,是
pjxqzxbj995,游离,否
pjxyqwbj150,游离,否
pjxyqxbj922,一般,否
pjxyqwbk595,一般,否
pjxyqxbk208,一般,否
pjxuqwbj658,游离,是
pjxyqxbj345,一般,否
pjxyqwbj591,游离,是
pjxyqxbk742,一般,否
pjxyqwbj050,一般,否
pjxyqxbk909,一般,否
pjxyqxbl807,游离,是
pjxyqxbk095,一般,否
pjxyqwbj084,一般,否
pjxsqxbj995,一般,否
pjxyqxbk991,一般,否
pjxwzxkj989,一般,否
pjxyqxbk581,一般,否
pjxyqxbk022,一般,否
pjxyqxbk331,一般,否
pjxyqwbj117,一般,否
pjxuqwbj988,游离,是
pjxyqxbj522,游离,是
pjxyqxbj075,一般,否
pjxyqwbj589,游离,否
pjxyqxbk855,一般,否
pjxsqxbj932,游离,是
pjxyqwbj890,游离,否
pjxuqwbj699,游离,否
pjxsqxbj953,游离,是
pjxyqwbj584,游离,是
pjxyqxbj452,游离,是
pjxyqwbk999,游离,否
pjxyqwbk862,一般,否
pjxuqwbj883,游离,是
pjxuqwbj519,沉浸,否
pjxxxxbj987,游离,否
pjxrqxbj905,游离,否
pjvyzvfj974,一般,否
pjxyqwbk772,游离,是
pjxqqxbj979,游离,是
pjxyqwbj967,一般,否
pjxyqxbk398,一般,否
pjxrqxbj916,游离,是
pjxtztbj987,游离,是
pjwrqxbj932,游离,是
pjxyqwbj035,游离,是
pjxyqxbk594,游离,是
pjxrqxbj954,游离,是
pjxyqwbk834,游离,否
pjxuqwbj473,游离,否
pjxyqxbj320,游离,是
pjxrqxbj963,游离,是
pjxuqwbj650,游离,否
pjxyqxbl965,游离,是
pjxyqxbk199,一般,否
pjxyqwbj400,游离,否
pjxqqxbj996,游离,否
pjxyqxbk047,一般,否
pjxyqwbj425,游离,否
pjxqqxbj967,游离,否
pjxyqwbj687,游离,是
pjwrqxbj980,游离,否
pjxsqxbj856,游离,是
pjxyqwbj914,游离,否
pjxyqwbj112,一般,否
pjxsqxbj760,游离,是
pjxyqwbk830,一般,否
pjxpqxbj933,沉浸,否
pjxyqwbj328,游离,否
pjxyqxbj607,一般,否
pjxyqwbj709,一般,否
pjxyqxbl830,一般,否
pjxyqxbj284,一般,否
pjxuqwbj772,游离,否
pjxuqwbj906,游离,否
pjxyqxbj151,一般,否
pjxyqxbk338,游离,是
pjxyqxbk812,游离,否
pjxyqxbj610,游离,是
pjxpqxbj924,游离,是
pjxyqwbj098,一般,否
pjxyqxbj909,一般,否
pjxyqxbl876,游离,否
pjxyqxbk684,一般,否
pjxyqxbj866,游离,否
pjxyqxbk957,一般,否
pjxuqwbj712,游离,否
pjxyqwbj201,游离,是
pjxsqxbj921,沉浸,否
pjxyqxbl884,游离,是
pjxyqwbj828,游离,是
pjxyqwbk856,一般,否
pjxxzxkj995,游离,否
pjwtqxbj925,沉浸,否
pjxyqxbk937,一般,否
pjxyqxbk149,游离,是
pjxyqwbk922,游离,否
pjxyqwbj232,一般,否
pjxsqxbj790,游离,否
pjxyqxbk377,游离,是
pjwtqxbj933,游离,否
pjxyqxbk522,一般,否
pjxyqwbk720,一般,否
pjxyqxbk434,游离,是
pjxrqxbj981,游离,是
pjxyqwbj588,游离,否
pjxyqxbl739,游离,否
pjxxztfj986,一般,否
pjxyqwbj933,一般,否
pjxyqxbj455,一般,否
pjxyqxbk627,一般,否
pjxyqxbk826,一般,否
pjxyqxbk992,一般,否
pjxyqwbk870,一般,否
pjxyqwbj223,一般,否
pjxuqwbj540,游离,否
pjxxztbj995,一般,否
pjxyqxbk710,一般,否
pjxsqxbj867,游离,是
pjxyqxbk794,一般,否
pjwtqxbj913,游离,否
pjxuqwbj830,游离,否
pjxyqxbk429,一般,否
pjxrqxbj944,游离,是
pjxuqwbj639,游离,是
pjxyqwbj022,游离,否
pjxyqwbj917,一般,否
pjxyqxbk369,一般,否
pjxyqwbj849,游离,是
pjxyqxbk669,游离,是
pjxyqxbk486,一般,否
pjwrqxbj882,游离,是
pjxyqwbj351,游离,否
pjxyqxbk840,一般,否
pjxxxxbj995,游离,是
pjxrqxbj978,游离,是
pjxsqxbj984,游离,是
pjxyqxbl735,一般,否
pjxyqxbk551,一般,否
pjxyqxbk732,游离,否
pjxyqxbl991,一般,否
pjxyqwbj530,一般,否
pjxwxxbj970,游离,是
pjxsqxbj786,游离,否
pjxpqxbj944,沉浸,否
pjxyqxbk437,一般,否
pjxyqxbj294,游离,是
pjwtqxbj942,游离,否
pjxuqwbj733,游离,是
pjxyqwbj789,游离,否
pjxsqxbj989,一般,否
pjxyqxbk878,一般,否
pjxwxxbj938,游离,是
pjxyqwbj886,游离,是
pjxyqwbj197,一般,否
pjxyqwbj047,游离,是
pjxyqxbj657,一般,否
pjxuqwbj876,游离,否
pjxuqwbj717,游离,是
pjxyqwbk949,一般,否
pjwtqxbj931,游离,否
pjxyqxbl891,一般,否
pjxyqwbj073,游离,否
pjxyqwbj741,一般,否
pjxyqxbj257,一般,否
pjxyqwbj401,一般,否
pjxyqwbj554,一般,否
pjxwzxbj988,一般,否
pjxuqwbj644,游离,否
pjxyqxbk578,一般,否
pjxuqwbj731,游离,否
pjxsqxbj778,游离,是
pjxyqxbl907,一般,否
pjxyqxbk276,一般,否
pjxrqxbj908,游离,否
pjxyqxbk969,一般,否
pjxwxxbj995,游离,是
pjxyqwbj253,游离,是
pjxwzxbj996,一般,否
pjxtzxbj997,游离,是
pjxyqxbk841,一般,否
pjxyqxbk063,一般,否
pjxyqxbl874,游离,是
